,# cysts,# detected,# missed,# wrong,# recall,iou,precision,recall
IF ADPKD tubules 9-17.10.19 _Tetrac 8 40X2,2.0,2.0,0.0,0.0,0.9999500024998749,0.8032634032634033,0.8425427872860636,0.9451453647833242
TUBULI ADPKD 11.12.2020_DBD 3 A 40X46,8.0,7.0,1.0,0.0,0.874989062636717,0.8256609754340465,0.9497803928068286,0.863352165725047
TUBULI ADPKD 11.12.2020_DBD+T4 13 B 40X5,3.0,3.0,0.0,0.0,0.9999666677777407,0.7716733870967742,0.8430616740088106,0.9011183048852266
TUBI 29-30.07.2020_LM609+T4 19 40x31 side A,4.0,2.0,2.0,0.0,0.49998750031249223,0.6163384390955506,0.860488798370672,0.6847649918962723
TUBI 29-30.07.2020_T4 2 40x2 side A,6.0,5.0,1.0,0.0,0.8333194446759221,0.7479948253557568,0.9528675016479895,0.776732939279957
TUBULI ADPKD 11.12.2020_CTRL 11 B 40X8,3.0,3.0,0.0,0.0,0.9999666677777407,0.7745901639344263,0.8441687344913151,0.9038257173219979
IF ADPKD tubules 9-17.10.19 _T3 31 40X13,2.0,2.0,0.0,0.0,0.9999500024998749,0.7174855491329479,0.9650145772594753,0.7366468842729971
IF 4-12.09.19 40x1 T3 tubo 7 (28),4.0,4.0,0.0,0.0,0.9999750006249845,0.6723404255319149,0.8751038493492107,0.7437044010355378
IF ADPKD tubules 9-17.10.19 _CTRL 2 40X11,4.0,4.0,0.0,1.0,0.9999750006249845,0.6408807764739968,0.9372881355932203,0.6695928560617527
IF 4-12.09.19 RESV  TUBO 17 40X1 (13),4.0,4.0,0.0,0.0,0.9999750006249845,0.7645901639344262,0.9159465828750982,0.8222849083215797
TUBI 29-30.07.2020_T4 2 40x26 side B,1.0,1.0,0.0,0.0,0.9999000099990001,0.6745675848814863,0.6767352185089974,0.995274102079395
IF ADPKD tubules 9-17.10.19 _Resv 24 40X4,1.0,1.0,0.0,0.0,0.9999000099990001,0.8971428571428571,0.9297800338409475,0.9623467600700525
TUBULI ADPKD 11.12.2020_DBD 3 A 40X35,12.0,12.0,0.0,0.0,0.9999916667361105,0.8944710260499734,0.9265505610242996,0.9627351405478864
TUBI 29-30.07.2020_LM609+T4 19 40x20 side A,2.0,1.0,1.0,8.0,0.49997500124993743,0.17743538767395625,0.2111176818450621,0.5265486725663717
IF TUBI 18.12.2020_T4 2 B 40X29,6.0,4.0,2.0,0.0,0.6666555557407376,0.4464754496840058,0.9335230737954869,0.46113677445270135
IF TUBI 18.12.2020_CTRL 6 B 40X13,9.0,9.0,0.0,1.0,0.9999888890123443,0.7642298724454807,0.9005980281234848,0.8346315158777711
TUBULI ADPKD 11.12.2020_DBD 3 B 40X24,10.0,5.0,5.0,0.0,0.4999950000499995,0.6863694630394531,0.9270873412851096,0.7255344775669978
